geo.ar_association_key_name,geo.cached_slug,geo.coroner_system,geo.created_at,geo.id,geo.kind,geo.medical_examiner_system,geo.name,geo.postal_abbreviation,geo.updated_at,geo.system_types.medical_examiner_system,geo.system_types.coroner_system,cached_slug,coroner_system,created_at,id,kind,medical_examiner_system,name,postal_abbreviation,updated_at,year,annual_fiscal_budget,autopsies,autopsy_ratio,autopsy_standard_deviation,contract_cases,forensic_pathologists,population1,pt_provisional_forensic_pathologists,raw_autopsy_rate,accreditation,bc_forensic_pathologists,created_at1,fellows,id1,name1,pt_bc_forensic_pathologists,pt_uc_forensic_pathologists,uc_forensic_pathologists,updated_at1,website
1,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,state,none,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,2007,1999600,223,-0.130083,-0.434,0,NA,682297,0,6.4395,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
1,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,state,none,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,2008,2198600,265,NA,NA,0,1,688125,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
1,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,state,none,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,2009,2039e3,348,NA,NA,0,2,698473,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
1,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,state,none,ak,none,2011-05-04T12:22:11-04:00,2,state,state,Alaska,AK,2011-05-04T12:25:09-04:00,2010,2244400,531,NA,NA,0,3,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2004,1652870,962,-0.562586,-2.024,0,4,2746160,0,3.49462,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2005,1613010,1014,-0.560067,-2.072,0,4,2776220,0,3.61433,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2006,1843720,1008,-0.575536,-2.206,0,5,2815100,0,3.61277,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2007,1845050,993,-0.596929,-2.349,0,5,2842190,0,3.5224,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2008,2172530,1099,NA,NA,0,5,2867760,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2009,2225640,1137,NA,NA,0,5,2889450,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2010,2509330,1130,NA,NA,0,6,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2004,1652870,962,-0.562586,-2.024,0,4,2746160,0,3.49462,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2005,1613010,1014,-0.560067,-2.072,0,4,2776220,0,3.61433,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2006,1843720,1008,-0.575536,-2.206,0,5,2815100,0,3.61277,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2007,1845050,993,-0.596929,-2.349,0,5,2842190,0,3.5224,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2008,2172530,1099,NA,NA,0,5,2867760,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2009,2225640,1137,NA,NA,0,5,2889450,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
2,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,state,county,ar,county,2011-05-04T12:22:11-04:00,5,state,state,Arkansas,AR,2011-05-04T12:25:09-04:00,2010,2509330,1130,NA,NA,0,6,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2004,0,1238,-0.170346,-0.391,0,6,3474610,0,4.22324,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2005,4957730,1250,-0.15553,-0.352,0,6,3477420,0,4.24203,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2006,5335530,1330,-0.158319,-0.385,0,6,3485160,0,4.54545,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2007,5832540,1402,-0.0281912,-0.064,0,6,3488630,0,4.89337,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2008,5873450,1404,NA,NA,0,6,3502930,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2009,5790360,1339,NA,NA,0,6,3518290,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2010,5324370,NA,NA,NA,0,5,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2004,0,1238,-0.170346,-0.391,0,6,3474610,0,4.22324,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2005,4957730,1250,-0.15553,-0.352,0,6,3477420,0,4.24203,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2006,5335530,1330,-0.158319,-0.385,0,6,3485160,0,4.54545,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2007,5832540,1402,-0.0281912,-0.064,0,6,3488630,0,4.89337,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2008,5873450,1404,NA,NA,0,6,3502930,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2009,5790360,1339,NA,NA,0,6,3518290,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
3,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,state,none,ct,none,2011-05-04T12:22:11-04:00,9,state,state,Connecticut,CT,2011-05-04T12:25:09-04:00,2010,5324370,NA,NA,NA,0,5,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2004,0,450,0.101109,0.261,NA,4,826639,0,6.29987,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2005,3283500,457,-0.125037,-0.393,NA,4,839906,0,6.10278,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2006,3370500,458,-0.0663336,-0.204,NA,4,853022,0,6.37146,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2007,3667500,487,0.0077642,0.023,NA,4,864896,0,6.64665,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2008,4085200,526,NA,NA,NA,4,876211,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2009,4330700,501,NA,NA,NA,4,885122,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2010,4355200,534,NA,NA,NA,4,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2004,0,450,0.101109,0.261,NA,4,826639,0,6.29987,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2005,3283500,457,-0.125037,-0.393,NA,4,839906,0,6.10278,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2006,3370500,458,-0.0663336,-0.204,NA,4,853022,0,6.37146,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2007,3667500,487,0.0077642,0.023,NA,4,864896,0,6.64665,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2008,4085200,526,NA,NA,NA,4,876211,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2009,4330700,501,NA,NA,NA,4,885122,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
4,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,state,none,de,none,2011-05-04T12:22:11-04:00,10,state,state,Delaware,DE,2011-05-04T12:25:09-04:00,2010,4355200,534,NA,NA,NA,4,0,0,NA,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
5,dc,none,2011-05-04T12:22:11-04:00,11,state,state,District of Columbia,DC,2011-05-04T12:25:09-04:00,state,none,dc,none,2011-05-04T12:22:11-04:00,11,state,state,District of Columbia,DC,2011-05-04T12:25:09-04:00,2004,6331900,1137,0.133472,1.106,0,NA,579796,0,20.8471,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
5,dc,none,2011-05-04T12:22:11-04:00,11,state,state,District of Columbia,DC,2011-05-04T12:25:09-04:00,state,none,dc,none,2011-05-04T12:22:11-04:00,11,state,state,District of Columbia,DC,2011-05-04T12:25:09-04:00,2005,6672780,1070,0.031876,0.271,0,NA,582049,0,19.5149,,2,2011-05-04T12:22:12-04:00,0,1,Alaska Medical Examiner,0,0,0,2011-05-04T12:24:36-04:00,http://www.hss.state.ak.us/dph/sme/default.htm
