GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AK3001,AK3002,AK3003,AK3004
"G2000530","1870","Kansas","200","Ellsworth","0530","Ellsworth",1159,26,0,0
"G2000570","1870","Kansas","200","Ford","0570","Ford",317,109,0,1
"G2000590","1870","Kansas","200","Franklin","0590","Franklin",9961,364,0,60
"G2000730","1870","Kansas","200","Greenwood","0730","Greenwood",3449,35,0,0
"G2000833","1870","Kansas","200","Howard","0833","Howard",2794,0,0,0
"G2000850","1870","Kansas","200","Jackson","0850","Jackson",5937,45,0,71
"G2000870","1870","Kansas","200","Jefferson","0870","Jefferson",11901,625,0,0
"G2000890","1870","Kansas","200","Jewell","0890","Jewell",207,0,0,0
"G2000910","1870","Kansas","200","Johnson","0910","Johnson",13241,438,0,5
"G2000990","1870","Kansas","200","Labette","0990","Labette",9879,94,0,0
"G2001030","1870","Kansas","200","Leavenworth","1030","Leavenworth",28148,4284,0,12
"G2001050","1870","Kansas","200","Lincoln","1050","Lincoln",516,0,0,0
"G2001070","1870","Kansas","200","Linn","1070","Linn",11504,655,0,15
"G2001110","1870","Kansas","200","Lyon","1110","Lyon",7888,126,0,0
"G2001130","1870","Kansas","200","McPherson","1130","Mcpherson",727,11,0,0
"G2001150","1870","Kansas","200","Marion","1150","Marion",766,1,0,1
"G2001170","1870","Kansas","200","Marshall","1170","Marshall",6893,8,0,0
"G2001210","1870","Kansas","200","Miami","1210","Miami",11248,466,0,11
"G2001230","1870","Kansas","200","Mitchell","1230","Mitchell",485,0,0,0
"G2001250","1870","Kansas","200","Montgomery","1250","Montgomery",7496,65,0,3
"G2001270","1870","Kansas","200","Morris","1270","Morris",2152,72,0,1
"G2001310","1870","Kansas","200","Nemaha","1310","Nemaha",7316,23,0,0
"G2001330","1870","Kansas","200","Neosho","1330","Neosho",10130,45,0,31
"G2001350","1870","Kansas","200","Ness","1350","Ness",2,0,0,0
"G2001390","1870","Kansas","200","Osage","1390","Osage",7530,118,0,0
"G2001410","1870","Kansas","200","Osborne","1410","Osborne",33,0,0,0
"G2001430","1870","Kansas","200","Ottawa","1430","Ottawa",2125,2,0,0
"G2001450","1870","Kansas","200","Pawnee","1450","Pawnee",173,6,0,0
"G2001490","1870","Kansas","200","Pottawatomie","1490","Pottawatomie",7255,443,0,150
"G2001570","1870","Kansas","200","Republic","1570","Republic",1281,0,0,0
"G2001590","1870","Kansas","200","Rice","1590","Rice",5,0,0,0
"G2001610","1870","Kansas","200","Riley","1610","Riley",5035,70,0,0
"G2001670","1870","Kansas","200","Russell","1670","Russell",143,13,0,0
"G2001690","1870","Kansas","200","Saline","1690","Saline",4240,6,0,0
"G2001730","1870","Kansas","200","Sedgwick","1730","Sedgwick",1085,9,0,1
"G2001770","1870","Kansas","200","Shawnee","1770","Shawnee",12032,729,0,360
"G2001830","1870","Kansas","200","Smith","1830","Smith",66,0,0,0
"G2001910","1870","Kansas","200","Sumner","1910","Sumner",22,0,0,0
"G2001950","1870","Kansas","200","Trego","1950","Trego",165,1,0,0
"G2001970","1870","Kansas","200","Wabaunsee","1970","Wabaunsee",3183,85,0,94
"G2001990","1870","Kansas","200","Wallace","1990","Wallace",536,2,0,0
"G2002010","1870","Kansas","200","Washington","2010","Washington",4079,2,0,0
"G2002050","1870","Kansas","200","Wilson","2050","Wilson",6689,5,0,0
"G2002070","1870","Kansas","200","Woodson","2070","Woodson",3793,34,0,0
"G2002090","1870","Kansas","200","Wyandotte","2090","Wyandotte",7839,2120,0,56
"G2100010","1870","Kentucky","210","Adair","0010","Adair",9229,1836,0,0
"G2100030","1870","Kentucky","210","Allen","0030","Allen",9192,1104,0,0
"G2100050","1870","Kentucky","210","Anderson","0050","Anderson",4751,698,0,0
"G2100070","1870","Kentucky","210","Ballard","0070","Ballard",11099,1477,0,0
"G2100090","1870","Kentucky","210","Barren","0090","Barren",14157,3623,0,0
"G2100110","1870","Kentucky","210","Bath","0110","Bath",8443,1702,0,0
"G2100150","1870","Kentucky","210","Boone","0150","Boone",9684,1012,0,0
"G2100170","1870","Kentucky","210","Bourbon","0170","Bourbon",8186,6677,0,0
"G2100190","1870","Kentucky","210","Boyd","0190","Boyd",8282,291,0,0
"G2100210","1870","Kentucky","210","Boyle","0210","Boyle",5836,3679,0,0
"G2100230","1870","Kentucky","210","Bracken","0230","Bracken",10773,636,0,0
"G2100250","1870","Kentucky","210","Breathitt","0250","Breathitt",5491,181,0,0
"G2100270","1870","Kentucky","210","Breckinridge","0270","Breckinridge",11758,1682,0,0
"G2100290","1870","Kentucky","210","Bullitt","0290","Bullitt",6587,1194,0,0
"G2100310","1870","Kentucky","210","Butler","0310","Butler",8761,643,0,0
"G2100330","1870","Kentucky","210","Caldwell","0330","Caldwell",8748,2078,0,0
"G2100350","1870","Kentucky","210","Calloway","0350","Calloway",8598,812,0,0
"G2100370","1870","Kentucky","210","Campbell","0370","Campbell",27123,282,0,1
"G2100410","1870","Kentucky","210","Carroll","0410","Carroll",5649,540,0,0
"G2100430","1870","Kentucky","210","Carter","0430","Carter",7409,100,0,0
"G2100450","1870","Kentucky","210","Casey","0450","Casey",8340,544,0,0
"G2100470","1870","Kentucky","210","Christian","0470","Christian",13415,9812,0,0
"G2100490","1870","Kentucky","210","Clark","0490","Clark",7167,3715,0,0
"G2100510","1870","Kentucky","210","Clay","0510","Clay",7802,495,0,0
"G2100530","1870","Kentucky","210","Clinton","0530","Clinton",6205,292,0,0
"G2100550","1870","Kentucky","210","Crittenden","0550","Crittenden",8572,809,0,0
"G2100570","1870","Kentucky","210","Cumberland","0570","Cumberland",6181,1509,0,0
"G2100590","1870","Kentucky","210","Daviess","0590","Daviess",17111,3603,0,0
"G2100610","1870","Kentucky","210","Edmonson","0610","Edmonson",4233,226,0,0
"G2100630","1870","Kentucky","210","Elliott","0630","Elliott",4411,22,0,0
"G2100650","1870","Kentucky","210","Estill","0650","Estill",8599,599,0,0
"G2100670","1870","Kentucky","210","Fayette","0670","Fayette",14142,12513,0,1
"G2100690","1870","Kentucky","210","Fleming","0690","Fleming",11842,1556,0,0
"G2100710","1870","Kentucky","210","Floyd","0710","Floyd",7706,171,0,0
"G2100730","1870","Kentucky","210","Franklin","0730","Franklin",10637,4663,0,0
"G2100750","1870","Kentucky","210","Fulton","0750","Fulton",5224,937,0,0
"G2100770","1870","Kentucky","210","Gallatin","0770","Gallatin",4474,600,0,0
"G2100790","1870","Kentucky","210","Garrard","0790","Garrard",6972,3404,0,0
"G2100810","1870","Kentucky","210","Grant","0810","Grant",9020,509,0,0
"G2100830","1870","Kentucky","210","Graves","0830","Graves",17069,2329,0,0
"G2100850","1870","Kentucky","210","Grayson","0850","Grayson",11173,407,0,0
"G2100870","1870","Kentucky","210","Green","0870","Green",7442,1937,0,0
"G2100890","1870","Kentucky","210","Greenup","0890","Greenup",11002,461,0,0
"G2100910","1870","Kentucky","210","Hancock","0910","Hancock",5861,729,1,0
"G2100930","1870","Kentucky","210","Hardin","0930","Hardin",13429,2276,0,0
"G2100950","1870","Kentucky","210","Harlan","0950","Harlan",4304,99,0,12
"G2100970","1870","Kentucky","210","Harrison","0970","Harrison",10615,2378,0,0
"G2100990","1870","Kentucky","210","Hart","0990","Hart",11495,2192,0,0
"G2101010","1870","Kentucky","210","Henderson","1010","Henderson",12467,5990,0,0
"G2101030","1870","Kentucky","210","Henry","1030","Henry",8628,2438,0,0
"G2101050","1870","Kentucky","210","Hickman","1050","Hickman",6818,1635,0,0
"G2101070","1870","Kentucky","210","Hopkins","1070","Hopkins",11958,1869,0,0
"G2101090","1870","Kentucky","210","Jackson","1090","Jackson",4496,51,0,0
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson",99806,19146,0,1
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine",5199,3439,0,0
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson",7373,37,0,84
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell",3620,111,0,0
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton",34439,1657,0,0
"G2101210","1870","Kentucky","210","Knox","1210","Knox",7737,557,0,0
"G2101230","1870","Kentucky","210","Larue","1230","Larue",7270,965,0,0
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel",5872,144,0,0
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence",8376,121,0,0
"G2101290","1870","Kentucky","210","Lee","1290","Lee",2924,131,0,0
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher",4479,129,0,0
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis",8887,228,0,0
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln",7871,3076,0,0
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston",7147,1052,0,1
"G2101410","1870","Kentucky","210","Logan","1410","Logan",14706,5723,0,0
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon",4814,1419,0,0
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken",10699,3289,0,0
"G2101490","1870","Kentucky","210","McLean","1490","Mclean",6800,814,0,0
"G2101510","1870","Kentucky","210","Madison","1510","Madison",13271,6272,0,0
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin",4505,179,0,0
"G2101550","1870","Kentucky","210","Marion","1550","Marion",9495,3343,0,0
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall",9070,385,0,0
"G2101610","1870","Kentucky","210","Mason","1610","Mason",14544,3582,0,0
"G2101630","1870","Kentucky","210","Meade","1630","Meade",8191,1294,0,0
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee",1970,16,0,0
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer",9834,3310,0,0
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe",7073,861,0,0
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe",8442,789,0,0
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery",4858,2699,0,0
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan",5931,44,0,0
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg",11005,1633,0,0
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson",10886,3918,0,0
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas",7885,1244,0,0
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio",14168,1393,0,0
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham",6217,2810,0,0
"G2101870","1870","Kentucky","210","Owen","1870","Owen",13133,1176,0,0
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley",3812,75,0,2
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton",13389,641,0,0
"G2101930","1870","Kentucky","210","Perry","1930","Perry",4173,96,0,5
"G2101950","1870","Kentucky","210","Pike","1950","Pike",9460,102,0,0
"G2101970","1870","Kentucky","210","Powell","1970","Powell",2360,239,0,0
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski",16595,1075,0,0
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson",5142,257,0,0
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle",6776,369,0,0
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan",2959,32,0,0
"G2102070","1870","Kentucky","210","Russell","2070","Russell",5516,293,0,0
"G2102090","1870","Kentucky","210","Scott","2090","Scott",7651,3955,0,1
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby",10350,5383,0,0
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson",7406,2167,0,0
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer",4477,1479,0,0
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor",6376,1850,0,0
"G2102190","1870","Kentucky","210","Todd","2190","Todd",7752,4860,0,0
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg",9880,3806,0,0
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble",5121,456,0,0
"G2102250","1870","Kentucky","210","Union","2250","Union",11066,2574,0,0
"G2102270","1870","Kentucky","210","Warren","2270","Warren",15375,6367,0,0
"G2102290","1870","Kentucky","210","Washington","2290","Washington",10354,2110,0,0
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne",9927,675,0,0
"G2102330","1870","Kentucky","210","Webster","2330","Webster",9582,1355,0,0
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley",8140,138,0,0
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe",3575,28,0,0
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford",4415,3825,0,0
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension",4265,7310,2,0
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption",6247,6984,0,3
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles",6751,6175,0,0
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville",5589,5047,0,0
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier",3505,9170,0,0
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo",5913,15799,1,1
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu",5171,1457,0,105
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell",2596,2224,0,0
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron",1249,342,0,0
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll",2380,7718,12,0
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula",4381,4083,0,11
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne",9630,10608,0,2
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia",720,9257,0,0
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto",5111,9851,0,0
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",6471,11343,0,2
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana",4106,9393,0,0
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin",2233,2844,0,1
"G2200430","1870","Louisiana","220","Grant","0430","Grant",2078,2414,0,25
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia",4531,4510,1,0
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville",3669,8675,2,1
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson",4203,3443,0,0
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson",6709,11054,4,0
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette",5631,4755,0,2
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche",8060,6659,0,0
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston",3085,933,0,8
"G2200650","1870","Louisiana","220","Madison","0650","Madison",936,7663,0,1
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse",3012,6375,0,0
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches",7312,10929,19,5
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans",140923,50456,23,16
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita",3759,7823,0,0
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines",3703,6845,0,4
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",3752,9229,0,0
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides",7742,10267,0,6
"G2200830","1870","Louisiana","220","Richland","0830","Richland",2405,2705,0,0
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine",4592,1847,0,17
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard",1640,1913,0,0
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles",897,3963,7,0
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena",2509,2914,0,0
"G2200930","1870","Louisiana","220","St James","0930","St James",3275,6877,0,0
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist",2715,4044,0,3
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry",13776,11694,0,83
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin",4286,5064,0,20
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary",4203,9607,0,50
"G2201030","1870","Louisiana","220","St Tammany","1030","St Tammany",3411,2175,0,0
"G2201050","1870","Louisiana","220","Tangipahoa","1050","Tangipahoa",4934,2994,0,0
"G2201070","1870","Louisiana","220","Tensas","1070","Tensas",1400,11018,0,1
"G2201090","1870","Louisiana","220","Terrebonne","1090","Terrebonne",6080,6172,0,199
"G2201110","1870","Louisiana","220","Union","1110","Union",7311,4374,0,0
"G2201130","1870","Louisiana","220","Vermillion","1130","Vermillion",3480,1047,0,1
"G2201170","1870","Louisiana","220","Washington","1170","Washington",2391,939,0,0
"G2201210","1870","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",1710,3404,0,0
"G2201250","1870","Louisiana","220","West Feliciana","1250","West Feliciana",1583,8915,0,1
"G2201270","1870","Louisiana","220","Winn","1270","Winn",4044,909,0,1
"G2300010","1870","Maine","230","Androscoggin","0010","Androscoggin",35826,40,0,0
"G2300030","1870","Maine","230","Aroostook","0030","Aroostook",29553,56,0,0
"G2300050","1870","Maine","230","Cumberland","0050","Cumberland",81503,517,0,1
"G2300070","1870","Maine","230","Franklin","0070","Franklin",18796,10,0,1
"G2300090","1870","Maine","230","Hancock","0090","Hancock",36444,49,1,1
"G2300110","1870","Maine","230","Kennebec","0110","Kennebec",53019,184,0,0
"G2300130","1870","Maine","230","Knox","0130","Knox",30707,116,0,0
"G2300150","1870","Maine","230","Lincoln","0150","Lincoln",25531,58,0,8
"G2300170","1870","Maine","230","Oxford","0170","Oxford",33465,23,0,0
"G2300190","1870","Maine","230","Penobscot","0190","Penobscot",74581,108,0,461
"G2300210","1870","Maine","230","Piscataquis","0210","Piscataquis",14328,54,0,21
"G2300230","1870","Maine","230","Sagadahoc","0230","Sagadahoc",18693,109,0,1
"G2300250","1870","Maine","230","Somerset","0250","Somerset",34582,24,0,5
"G2300270","1870","Maine","230","Waldo","0270","Waldo",34493,29,0,0
"G2300290","1870","Maine","230","Washington","0290","Washington",43188,155,0,0
"G2300310","1870","Maine","230","York","0310","York",60100,74,0,0
"G2400010","1870","Maryland","240","Allegany","0010","Allegany",37370,1166,0,0
"G2400030","1870","Maryland","240","Anne Arundel","0030","Anne Arundel",12725,11732,0,0
"G2400050","1870","Maryland","240","Baltimore","0050","Baltimore",282818,47921,1,1
"G2400090","1870","Maryland","240","Calvert","0090","Calvert",4332,5533,0,0
"G2400110","1870","Maryland","240","Caroline","0110","Caroline",8343,3758,0,0
"G2400130","1870","Maryland","240","Carroll","0130","Carroll",26444,2175,0,0
"G2400150","1870","Maryland","240","Cecil","0150","Cecil",21860,4014,0,0
"G2400170","1870","Maryland","240","Charles","0170","Charles",6418,9318,0,2
"G2400190","1870","Maryland","240","Dorchester","0190","Dorchester",11902,7556,0,0
"G2400210","1870","Maryland","240","Frederick","0210","Frederick",39999,7572,1,0
"G2400250","1870","Maryland","240","Harford","0250","Harford",17750,4855,0,0
"G2400270","1870","Maryland","240","Howard","0270","Howard",10676,3474,0,0
"G2400290","1870","Maryland","240","Kent","0290","Kent",9370,7732,0,0
"G2400310","1870","Maryland","240","Montgomery","0310","Montgomery",13128,7434,0,1
"G2400330","1870","Maryland","240","Prince Georges","0330","Prince Georges",11358,9780,0,0
"G2400350","1870","Maryland","240","Queen Anne's","0350","Queen Anne's",9579,6592,0,0
"G2400370","1870","Maryland","240","St Mary's","0370","St Mary's",7218,7726,0,0
"G2400390","1870","Maryland","240","Somerset","0390","Somerset",10916,7274,0,0
"G2400410","1870","Maryland","240","Talbot","0410","Talbot",9471,6666,0,0
"G2400430","1870","Maryland","240","Washington","0430","Washington",31874,2838,0,0
"G2400450","1870","Maryland","240","Wicomico","0450","Wicomico",11396,4406,0,0
"G2400470","1870","Maryland","240","Worcester","0470","Worcester",10550,5869,0,0
"G2405100","1870","Maryland","240","Baltimore City","5100","Baltimore City",,,,
"G2500010","1870","Massachusetts","250","Barnstable","0010","Barnstable",32310,460,0,4
"G2500030","1870","Massachusetts","250","Berkshire","0030","Berkshire",63427,1322,75,3
"G2500050","1870","Massachusetts","250","Bristol","0050","Bristol",100777,2067,1,41
"G2500070","1870","Massachusetts","250","Dukes","0070","Dukes",3541,246,0,0
"G2500090","1870","Massachusetts","250","Essex","0090","Essex",199800,1038,3,2
"G2500110","1870","Massachusetts","250","Franklin","0110","Franklin",32543,91,0,1
"G2500130","1870","Massachusetts","250","Hampden","0130","Hampden",77590,813,0,6
"G2500150","1870","Massachusetts","250","Hampshire","0150","Hampshire",44036,351,1,0
"G2500170","1870","Massachusetts","250","Middlesex","0170","Middlesex",272594,1749,3,7
"G2500190","1870","Massachusetts","250","Nantucket","0190","Nantucket",4038,80,0,5
"G2500210","1870","Massachusetts","250","Norfolk","0210","Norfolk",89068,353,2,20
"G2500230","1870","Massachusetts","250","Plymouth","0230","Plymouth",64834,506,1,24
"G2500250","1870","Massachusetts","250","Suffolk","0250","Suffolk",267048,3735,7,12
"G2500270","1870","Massachusetts","250","Worcester","0270","Worcester",191550,1136,4,26
"G2600010","1870","Michigan","260","Alcona","0010","Alcona",696,0,0,0
"G2600050","1870","Michigan","260","Allegan","0050","Allegan",31668,345,0,92
"G2600070","1870","Michigan","260","Alpena","0070","Alpena",2754,2,0,0
"G2600090","1870","Michigan","260","Antrim","0090","Antrim",1920,1,0,64
"G2600150","1870","Michigan","260","Barry","0150","Barry",22110,89,0,0
"G2600170","1870","Michigan","260","Bay","0170","Bay",15701,116,0,83
"G2600190","1870","Michigan","260","Benzie","0190","Benzie",2155,29,0,0
"G2600210","1870","Michigan","260","Berrien","0210","Berrien",34507,596,0,1
"G2600230","1870","Michigan","260","Branch","0230","Branch",26173,53,0,0
"G2600250","1870","Michigan","260","Calhoun","0250","Calhoun",35954,560,0,55
"G2600270","1870","Michigan","260","Cass","0270","Cass",19351,1690,0,53
"G2600290","1870","Michigan","260","Charlevoix","0290","Charlevoix",1502,9,0,213
"G2600310","1870","Michigan","260","Cheboygan","0310","Cheboygan",2025,8,0,163
"G2600330","1870","Michigan","260","Chippewa","0330","Chippewa",950,5,0,734
"G2600350","1870","Michigan","260","Clare","0350","Clare",366,0,0,0
"G2600370","1870","Michigan","260","Clinton","0370","Clinton",22784,60,0,1
"G2600410","1870","Michigan","260","Delta","0410","Delta",2523,4,0,15
"G2600450","1870","Michigan","260","Eaton","0450","Eaton",25093,78,0,0
"G2600470","1870","Michigan","260","Emmet","0470","Emmet",111,0,0,1100
"G2600490","1870","Michigan","260","Genesee","0490","Genesee",33779,104,0,17
"G2600510","1870","Michigan","260","Gladwin","0510","Gladwin",,,,
"G2600550","1870","Michigan","260","Grand Traverse","0550","Grand Traverse",4427,11,0,5
"G2600570","1870","Michigan","260","Gratiot","0570","Gratiot",11772,32,0,6
"G2600590","1870","Michigan","260","Hillsdale","0590","Hillsdale",31615,69,0,0
"G2600610","1870","Michigan","260","Houghton","0610","Houghton",13778,28,0,73
"G2600630","1870","Michigan","260","Huron","0630","Huron",8989,3,0,57
"G2600650","1870","Michigan","260","Ingham","0650","Ingham",25109,158,1,0
"G2600670","1870","Michigan","260","Ionia","0670","Ionia",27627,54,0,0
"G2600690","1870","Michigan","260","Iosco","0690","Iosco",3149,9,0,5
"G2600730","1870","Michigan","260","Isabella","0730","Isabella",4095,18,0,0
"G2600750","1870","Michigan","260","Jackson","0750","Jackson",35620,423,0,4
"G2600770","1870","Michigan","260","Kalamazoo","0770","Kalamazoo",31528,525,0,1
"G2600790","1870","Michigan","260","Kalkaska","0790","Kalkaska",423,0,0,1
"G2600810","1870","Michigan","260","Kent","0810","Kent",50237,157,0,9
"G2600830","1870","Michigan","260","Keweenaw","0830","Keweenaw",4200,2,0,3
"G2600850","1870","Michigan","260","Lake","0850","Lake",548,0,0,0
"G2600870","1870","Michigan","260","Lapeer","0870","Lapeer",21261,84,0,0
"G2600890","1870","Michigan","260","Leelanau","0890","Leelanau",4047,17,0,512
"G2600910","1870","Michigan","260","Lenawee","0910","Lenawee",45204,389,0,2
"G2600930","1870","Michigan","260","Livingston","0930","Livingston",19279,57,0,0
"G2600970","1870","Michigan","260","Mackinac","0970","Mackinac",1406,25,0,285
"G2600990","1870","Michigan","260","Macomb","0990","Macomb",27498,118,0,0
"G2601010","1870","Michigan","260","Manistee","1010","Manistee",6060,14,0,0
"G2601015","1870","Michigan","260","Manitou","1015","Manitou",891,0,0,0
"G2601030","1870","Michigan","260","Marquette","1030","Marquette",14900,61,0,72
"G2601050","1870","Michigan","260","Mason","1050","Mason",3023,10,0,230
"G2601070","1870","Michigan","260","Mecosta","1070","Mecosta",5506,127,0,9
"G2601090","1870","Michigan","260","Menominee","1090","Menominee",1777,9,0,5
"G2601110","1870","Michigan","260","Midland","1110","Midland",3269,14,0,2
"G2601130","1870","Michigan","260","Missaukee","1130","Missaukee",130,0,0,0
"G2601150","1870","Michigan","260","Monroe","1150","Monroe",27405,78,0,0
"G2601170","1870","Michigan","260","Montcalm","1170","Montcalm",13561,68,0,0
"G2601190","1870","Michigan","260","Montmorency","1190","Montmorency",,,,
"G2601210","1870","Michigan","260","Muskegon","1210","Muskegon",14854,40,0,0
"G2601230","1870","Michigan","260","Newaygo","1230","Newaygo",7159,5,0,130
"G2601250","1870","Michigan","260","Oakland","1250","Oakland",40402,465,0,0
"G2601270","1870","Michigan","260","Oceana","1270","Oceana",6616,13,0,593
"G2601290","1870","Michigan","260","Ogemaw","1290","Ogemaw",12,0,0,0
"G2601310","1870","Michigan","260","Ontonagon","1310","Ontonagon",2813,13,0,19
"G2601330","1870","Michigan","260","Osceola","1330","Osceola",2076,1,0,16
"G2601350","1870","Michigan","260","Oscoda","1350","Oscoda",70,0,0,0
"G2601370","1870","Michigan","260","Otsego","1370","Otsego",,,,
"G2601390","1870","Michigan","260","Ottawa","1390","Ottawa",26541,95,1,14
"G2601410","1870","Michigan","260","Presque Isle","1410","Presque Isle",354,0,0,1
"G2601430","1870","Michigan","260","Roscommon","1430","Roscommon",,,,
"G2601450","1870","Michigan","260","Saginaw","1450","Saginaw",38683,288,0,126
"G2601470","1870","Michigan","260","St Clair","1470","St Clair",36593,66,0,2
"G2601490","1870","Michigan","260","St Joseph","1490","St Joseph",26142,133,0,0
"G2601510","1870","Michigan","260","Sanilac","1510","Sanilac",14527,28,0,7
"G2601530","1870","Michigan","260","Schoolcraft","1530","Schoolcraft",,,,
"G2601550","1870","Michigan","260","Shiawassee","1550","Shiawassee",20823,35,0,0
"G2601570","1870","Michigan","260","Tuscola","1570","Tuscola",13704,9,0,1
"G2601590","1870","Michigan","260","Van Buren","1590","Van Buren",28152,538,0,139
"G2601610","1870","Michigan","260","Washtenaw","1610","Washtenaw",40307,1125,0,2
"G2601630","1870","Michigan","260","Wayne","1630","Wayne",116351,2683,0,4
"G2601650","1870","Michigan","260","Wexford","1650","Wexford",647,3,0,0
"G2700010","1870","Minnesota","270","Aitkin","0010","Aitkin",18,0,0,160
"G2700030","1870","Minnesota","270","Anoka","0030","Anoka",3925,15,0,0
"G2700050","1870","Minnesota","270","Becker","0050","Becker",308,0,0,0
"G2700070","1870","Minnesota","270","Beltrami","0070","Beltrami",80,0,0,0
"G2700090","1870","Minnesota","270","Benton","0090","Benton",1556,1,0,1
"G2700110","1870","Minnesota","270","Big Stone","0110","Big Stone",24,0,0,0
"G2700130","1870","Minnesota","270","Blue Earth","0130","Blue Earth",17282,20,0,0
"G2700150","1870","Minnesota","270","Brown","0150","Brown",6396,0,0,0
"G2700170","1870","Minnesota","270","Carlton","0170","Carlton",274,0,0,12
"G2700190","1870","Minnesota","270","Carver","0190","Carver",11585,1,0,0
"G2700210","1870","Minnesota","270","Cass","0210","Cass",172,12,0,196
"G2700230","1870","Minnesota","270","Chippewa","0230","Chippewa",1433,0,0,34
